2;arms_factory;2999.00;9.68;1361.00;1.16;0
2;arms_factory;3011.00;11.18;1359.00;5.28;0
2;arms_factory;2993.00;10.05;1369.00;0.20;0
2;arms_factory;3011.00;11.03;1358.00;3.22;0
2;arms_factory;3002.00;10.00;1365.00;5.88;0
2;arms_factory;3001.00;9.68;1360.00;2.26;0
2;industrial_complex;3005.00;10.07;1359.00;0.11;0
2;industrial_complex;2991.00;10.03;1370.00;1.67;0
2;industrial_complex;3011.00;10.88;1357.00;5.79;0
2;industrial_complex;2996.00;10.05;1365.00;0.71;0
2;industrial_complex;3001.00;9.75;1361.00;4.83;0
2;industrial_complex;3002.00;9.75;1360.00;0.11;0
2;air_base;2995.00;10.28;1369.00;2.78;0
2;naval_base;2996.00;9.50;1358.00;-0.90;5656
2;naval_base;2989.00;9.50;1366.00;-0.79;5579
2;naval_base;3011.00;9.50;1348.00;0.14;1452
2;naval_base;3004.00;9.50;1352.00;-0.46;5656
2;bunker;2993.00;10.32;1370.00;5.34;0
2;bunker;3002.00;9.70;1357.00;5.45;0
2;bunker;3007.00;9.60;1352.00;3.29;0
2;bunker;2997.00;9.53;1359.00;5.95;0
2;coastal_bunker;3002.00;9.50;1353.00;-0.46;0
2;coastal_bunker;2991.00;9.50;1362.00;-0.90;0
2;coastal_bunker;2986.00;9.50;1367.00;-0.79;0
2;dockyard;2994.00;9.50;1360.00;-0.90;0
2;anti_air_building;3003.00;9.93;1361.00;2.34;0
2;anti_air_building;2995.00;10.48;1370.00;0.18;0
2;anti_air_building;2992.00;9.70;1366.00;2.84;0
2;synthetic_refinery;3003.00;10.05;1366.00;5.50;0
2;fuel_silo;2995.00;9.68;1362.00;2.24;0
2;radar_station;3001.00;9.82;1362.00;5.20;0
3;arms_factory;2934.00;12.93;1456.00;0.20;0
3;arms_factory;2925.00;13.00;1456.00;3.22;0
3;arms_factory;2920.00;11.55;1455.00;5.88;0
3;arms_factory;2919.00;12.53;1450.00;2.26;0
3;arms_factory;2933.00;13.00;1455.00;0.11;0
3;arms_factory;2929.00;12.50;1459.00;1.67;0
3;industrial_complex;2917.00;10.80;1454.00;5.79;0
3;industrial_complex;2915.00;11.55;1451.00;0.71;0
3;industrial_complex;2922.00;13.03;1454.00;4.83;0
3;industrial_complex;2927.00;12.57;1458.00;0.11;0
3;industrial_complex;2931.00;12.88;1456.00;2.78;0
3;industrial_complex;2922.00;12.30;1456.00;5.44;0
3;air_base;2920.00;12.10;1454.00;2.17;0
3;bunker;2918.00;11.95;1449.00;3.38;0
3;bunker;2931.00;12.93;1455.00;1.22;0
3;bunker;2928.00;12.28;1459.00;5.34;0
3;bunker;2917.00;10.88;1447.00;5.45;0
3;bunker;2929.00;12.82;1454.00;3.29;0
3;anti_air_building;2924.00;13.30;1453.00;5.95;0
3;anti_air_building;2920.00;10.65;1457.00;2.33;0
3;anti_air_building;2917.00;10.78;1446.00;3.89;0
3;synthetic_refinery;2928.00;12.70;1455.00;1.73;0
3;fuel_silo;2917.00;10.80;1454.00;4.40;0
3;radar_station;2920.00;12.93;1452.00;2.31;0
4;arms_factory;3055.00;11.88;1484.00;5.88;0
4;arms_factory;3049.00;13.35;1475.00;2.26;0
