1;2744.00;11.85;1566.00;big
1;2788.00;9.95;1567.00;big
2;2779.00;10.28;1615.00;big
2;2754.00;11.78;1625.00;big
3;2735.00;11.57;1656.00;big
3;2722.00;11.23;1687.00;big
4;2685.00;9.98;1614.00;big
4;2663.00;10.05;1586.00;big
5;2878.00;9.80;1536.00;big
5;2892.00;9.60;1571.00;big
6;2945.00;9.70;1573.00;big
6;2967.00;9.70;1632.00;big
7;2975.00;11.12;1493.00;big
7;2929.00;10.80;1520.00;big
8;3010.00;9.70;1568.00;big
8;3090.00;9.75;1577.00;big
9;3137.00;9.50;1742.00;big
9;3099.00;9.98;1685.00;big
10;3047.00;10.10;1714.00;big
10;3026.00;10.38;1661.00;big
11;2971.00;12.20;1794.00;big
11;2932.00;13.07;1735.00;big
12;3228.00;10.60;1924.00;big
12;3330.00;10.95;1927.00;big
13;3180.00;9.50;1777.00;big
13;3248.00;9.75;1791.00;big
14;3902.00;9.70;1678.00;big
14;3787.00;10.40;1688.00;big
15;3370.00;9.80;1477.00;big
15;3318.00;9.80;1531.00;big
16;2800.00;9.50;1783.00;big
16;2821.00;9.50;1650.00;big
17;3426.00;10.10;672.00;big
17;3453.00;12.03;812.00;big
18;2836.00;9.50;1555.00;big
18;2754.00;9.50;1518.00;big
19;2883.00;10.38;1476.00;big
19;2808.00;10.43;1490.00;big
20;2885.00;10.00;1407.00;big
20;2823.00;10.00;1422.00;big
21;3024.00;12.93;1463.00;big
21;2946.00;11.43;1440.00;big
22;3025.00;11.93;1511.00;big
22;3073.00;10.60;1510.00;big
23;2991.00;11.00;1388.00;big
23;3045.00;9.88;1329.00;big
24;3128.00;11.40;1374.00;big
24;3067.00;10.82;1417.00;big
25;3224.00;9.75;1347.00;big
25;3152.00;10.45;1312.00;big
26;3239.00;10.28;1438.00;big
26;3189.00;10.40;1387.00;big
27;3194.00;12.88;1449.00;big
27;3155.00;11.78;1441.00;big
28;3365.00;10.28;1184.00;big
28;3459.00;10.35;1257.00;big
29;3029.00;9.50;1247.00;big
29;3121.00;9.50;1237.00;big
30;3359.00;9.50;1389.00;big
30;3260.00;9.50;1382.00;big
31;3995.00;11.50;950.00;big
31;4025.00;10.57;831.00;big
32;1155.00;9.50;410.00;big
32;1245.00;9.50;119.00;big
33;633.00;9.50;1954.00;big
33;376.00;9.95;1930.00;big
34;1458.00;9.50;1066.00;big
34;1544.00;9.70;1006.00;big
35;1747.00;11.80;229.00;big
35;1893.00;9.75;382.00;big
36;2138.00;13.12;1954.00;big
36;2024.00;11.18;1989.00;big
37;3156.00;10.35;1665.00;big
37;3214.00;10.30;1689.00;big
38;3111.00;10.00;1555.00;big
38;3143.00;9.80;1559.00;big
39;3132.00;11.53;1520.00;big
39;3190.00;9.98;1498.00;big
40;3644.00;9.80;1677.00;big
40;3555.00;9.82;1652.00;big
41;2704.00;11.25;1322.00;big
41;2777.00;12.73;1337.00;big
42;2670.00;9.50;1407.00;big
42;2735.00;9.50;1437.00;big
43;2610.00;9.50;1665.00;big
43;2643.00;9.50;1526.00;big
44;2294.00;9.50;1931.00;big
44;2414.00;9.50;1852.00;big
45;2877.00;9.50;1939.00;big
45;2650.00;9.50;1933.00;big
46;3186.00;9.50;2023.00;big
46;3464.00;9.50;1939.00;big
47;2588.00;9.50;1347.00;big
47;2532.00;9.50;1241.00;big
48;2616.00;9.50;1172.00;big
48;2527.00;9.50;1047.00;big
49;2431.00;9.50;1506.00;big
49;2307.00;9.50;1671.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1330.00;9.50;1194.00;big
52;1363.00;9.50;1299.00;big
53;1848.00;9.50;1095.00;big
53;1606.00;9.50;1175.00;big
54;1778.00;9.50;1570.00;big
54;1701.00;9.50;1492.00;big
55;1875.00;9.50;1693.00;big
55;1868.00;9.50;1583.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1804.00;9.50;1309.00;big
57;1863.00;9.50;1433.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2874.00;9.50;404.00;big
62;2696.00;9.50;581.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3300.00;9.50;58.00;big
65;3028.00;9.50;119.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3228.00;9.50;1207.00;big
69;3317.00;10.95;1229.00;big
70;3618.00;9.50;1344.00;big
70;3599.00;9.50;1431.00;big
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4474.00;9.50;653.00;big
72;4348.00;9.50;738.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4634.00;9.50;919.00;big
75;4532.00;9.50;768.00;big
76;4690.00;12.57;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;big
77;4725.00;9.50;1289.00;big
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4959.00;9.50;401.00;big
82;4995.00;9.50;482.00;big
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5173.00;10.25;600.00;big
84;5019.00;9.50;739.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5519.00;9.50;154.00;big
86;5251.00;9.50;123.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;116.00;9.50;1877.00;big
88;5500.00;9.50;1730.00;big
89;901.00;9.50;1366.00;big
89;829.00;9.50;1528.00;big
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4799.00;9.50;546.00;big
91;4882.00;9.50;521.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4677.00;13.07;606.00;big
93;4773.00;9.50;618.00;big
94;5024.00;9.50;1059.00;big
94;5127.00;9.50;921.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.32;746.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4461.00;9.50;416.00;big
99;4485.00;9.50;132.00;big
100;3535.00;9.50;845.00;big
100;3366.00;9.50;1062.00;big
101;4253.00;9.50;852.00;big
101;4106.00;9.50;810.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3381.00;9.50;244.00;big
103;3457.00;9.50;353.00;big
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3562.00;13.32;1238.00;big
116;3701.00;11.82;1185.00;big
117;1594.00;10.55;1533.00;big
117;1508.00;10.40;1405.00;big
118;907.00;12.23;1633.00;big
118;940.00;9.78;1474.00;big
119;1166.00;12.90;1427.00;big
119;1292.00;10.00;1409.00;big
120;1254.00;11.10;1549.00;big
120;1170.00;11.25;1668.00;big
121;1777.00;11.40;1812.00;big
121;1554.00;9.80;1652.00;big
122;907.00;12.35;1811.00;big
122;1176.00;11.05;1859.00;big
123;1238.00;12.80;1184.00;big
123;1249.00;12.40;1244.00;big
124;1729.00;9.70;989.00;big
124;1603.00;14.30;887.00;big
125;2067.00;11.65;527.00;big
125;2180.00;10.60;737.00;big
126;2910.00;12.95;1233.00;big
126;3123.00;9.98;1165.00;big
127;3036.00;10.70;1055.00;big
127;2737.00;11.00;1020.00;big
128;3277.00;9.95;1133.00;big
128;3312.00;10.57;946.00;big
129;3279.00;12.82;1302.00;big
129;3394.00;14.68;1315.00;big
130;3216.00;9.93;1541.00;big
130;3288.00;9.88;1485.00;big
131;3261.00;9.88;1592.00;big
131;3334.00;10.00;1602.00;big
132;3313.00;10.30;1689.00;big
132;3331.00;9.82;1811.00;big
133;3408.00;10.00;1560.00;big
133;3460.00;10.40;1634.00;big
134;3538.00;11.07;1326.00;big
134;3486.00;11.80;1367.00;big
135;3438.00;9.75;1429.00;big
135;3519.00;10.05;1426.00;big
136;3954.00;10.80;1480.00;big
136;3770.00;9.70;1402.00;big
137;3497.00;9.80;1517.00;big
137;3610.00;9.68;1536.00;big
138;3713.00;13.98;1573.00;big
138;3721.00;12.00;1664.00;big
139;3222.00;12.88;187.00;big
139;3082.00;13.00;292.00;big
140;2850.00;10.30;825.00;big
140;2649.00;11.05;831.00;big
141;4108.00;10.25;986.00;big
141;4198.00;9.70;1044.00;big
142;4452.00;10.30;853.00;big
142;4409.00;9.90;945.00;big
143;4617.00;9.70;1280.00;big
143;4642.00;12.45;1362.00;big
144;4476.00;12.65;1262.00;big
144;4335.00;15.12;1290.00;big
145;4188.00;12.75;1384.00;big
145;4044.00;12.60;1327.00;big
146;4159.00;15.48;1138.00;big
146;4012.00;15.20;1219.00;big
147;4343.00;11.75;1950.00;big
147;3989.00;10.32;1822.00;big
148;4841.00;10.60;1579.00;big
148;4922.00;10.35;1458.00;big
149;4899.00;10.15;1773.00;big
149;4497.00;10.62;1635.00;big
150;3654.00;9.90;1829.00;big
150;3447.00;9.90;1745.00;big
151;4105.00;10.60;1624.00;big
151;4232.00;10.50;1697.00;big
152;4314.00;14.07;1479.00;big
152;4518.00;12.10;1442.00;big
153;4038.00;9.90;1097.00;big
153;3937.00;10.05;1043.00;big
154;4882.00;11.15;1209.00;big
154;4991.00;11.78;1283.00;big
155;4822.00;11.20;1426.00;big
155;4743.00;9.90;1376.00;big
156;4705.00;10.50;183.00;big
156;4945.00;9.82;170.00;big
157;5566.00;11.35;162.00;big
157;5475.00;12.10;62.00;big
158;4525.00;11.75;534.00;big
158;4698.00;10.35;511.00;big
159;4626.00;10.48;709.00;big
159;4562.00;11.60;638.00;big
160;4699.00;10.50;903.00;big
160;4748.00;10.70;777.00;big
161;2466.00;9.80;1899.00;big
161;2545.00;12.48;1895.00;big
162;3884.00;14.80;1231.00;big
162;3812.00;12.90;1207.00;big
163;1924.00;10.10;874.00;big
163;1825.00;9.85;649.00;big
164;4670.00;11.20;1142.00;big
164;4650.00;9.70;1197.00;big
165;4523.00;11.23;1018.00;big
165;4628.00;11.45;1054.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;4963.00;14.03;594.00;big
167;5080.00;12.48;539.00;big
168;3036.00;9.50;1384.00;big
168;3079.00;9.50;1357.00;big
169;3020.00;9.50;1317.00;big
169;2950.00;12.10;1335.00;big
170;1601.00;9.50;1312.00;big
170;1463.00;9.50;1295.00;big
171;815.00;9.60;1749.00;big
171;387.00;9.50;1901.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2865.00;9.50;1701.00;big
173;2901.00;9.50;1649.00;big
174;2882.00;9.50;1747.00;big
174;2955.00;9.50;1921.00;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;109.00;9.95;430.00;big
178;5579.00;9.75;363.00;big
179;329.00;9.50;445.00;big
179;461.00;11.40;366.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;3548.00;10.50;387.00;big
181;3504.00;11.12;310.00;big
182;2654.00;12.95;1119.00;big
182;2731.00;13.50;1212.00;big
183;3264.00;11.90;685.00;big
183;3136.00;10.95;816.00;big
184;3122.00;12.30;501.00;big
184;3048.00;10.95;653.00;big
185;3283.00;12.28;383.00;big
185;3345.00;12.03;515.00;big
186;4784.00;12.88;1327.00;big
186;4804.00;11.80;1260.00;big
187;4427.00;9.70;609.00;big
187;4357.00;11.57;673.00;big
188;4400.00;10.07;705.00;big
188;4359.00;10.95;781.00;big
189;4314.00;10.65;929.00;big
189;4296.00;9.98;1009.00;big
190;3934.00;9.90;1175.00;big
190;3861.00;11.15;1093.00;big
191;3187.00;11.35;1983.00;big
191;3048.00;9.50;1916.00;big
192;3107.00;11.25;1887.00;big
192;3047.00;11.20;1793.00;big
193;4666.00;10.15;316.00;big
193;4887.00;10.20;433.00;big
194;5055.00;11.00;352.00;big
194;5103.00;11.68;149.00;big
195;4985.00;9.70;245.00;big
195;4758.00;10.60;281.00;big
196;3448.00;12.00;1089.00;big
196;3602.00;10.00;991.00;big
197;1740.00;10.40;1655.00;big
197;1647.00;11.32;1593.00;big
198;1434.00;10.10;1578.00;big
198;1405.00;11.50;1444.00;big
199;1037.00;13.60;1605.00;big
199;1063.00;14.25;1496.00;big
200;4387.00;13.60;1071.00;big
200;4454.00;10.30;1141.00;big
201;1739.00;15.18;572.00;big
201;1635.00;10.12;718.00;big
202;3216.00;9.50;1285.00;big
202;3188.00;10.25;1236.00;big
203;3683.00;9.80;1074.00;big
203;3609.00;9.50;1085.00;big
204;1175.00;13.80;1291.00;big
204;1060.00;9.88;1353.00;big
205;1400.00;9.93;1141.00;big
205;1321.00;10.07;1137.00;big
206;3047.00;9.50;1626.00;big
206;3092.00;9.50;1622.00;big
207;2962.00;9.50;1693.00;big
207;2976.00;9.50;1626.00;big
208;3089.00;10.38;1467.00;big
208;3142.00;9.85;1482.00;big
209;3188.00;9.93;1585.00;big
209;3171.00;9.80;1629.00;big
210;4589.00;10.40;1102.00;big
210;4566.00;9.93;1191.00;big
